account,symbol,type,time,qty,avg_cost,buy_pwr
2,AMZN,stock,2022-05-06 10:57:14,27,39.6,600
1,AAPL,stock,2022-05-13 10:57:14,30,14.4,600
2,AAPL,stock,2022-05-13 10:57:14,28,4.9,600
1,GOOGL,stock,2022-05-13 10:57:14,77,69.9,600
2,GOOGL,stock,2022-05-13 10:57:14,86,51,600
1,TSLA,stock,2022-05-13 10:57:14,89,72,600
2,TSLA,stock,2022-05-13 10:57:14,14,37.4,600
1,BTC/USD,crypto,2022-05-13 10:57:14,50,38.3,600
2,BTC/USD,crypto,2022-05-13 10:57:14,55,59.2,600
1,DOGE/USD,crypto,2022-05-13 10:57:14,77,9,600
2,DOGE/USD,crypto,2022-05-13 10:57:14,30,50.3,600
1,AMZN,stock,2022-05-13 10:57:14,13,62.3,600
2,AMZN,stock,2022-05-13 10:57:14,56,59.6,600
1,AAPL,stock,2022-05-20 10:57:14,34,30.9,600
2,AAPL,stock,2022-05-20 10:57:14,65,39.6,600
1,GOOGL,stock,2022-05-20 10:57:14,42,73.4,600
2,GOOGL,stock,2022-05-20 10:57:14,98,90.4,600
1,TSLA,stock,2022-05-20 10:57:14,2,27.9,600
2,TSLA,stock,2022-05-20 10:57:14,82,2.6,600
1,BTC/USD,crypto,2022-05-20 10:57:14,2,29.7,600
2,BTC/USD,crypto,2022-05-20 10:57:14,39,84.8,600
1,DOGE/USD,crypto,2022-05-20 10:57:14,86,92.9,600
2,DOGE/USD,crypto,2022-05-20 10:57:14,63,97.2,600
1,AMZN,stock,2022-05-20 10:57:14,35,50.2,600
2,AMZN,stock,2022-05-20 10:57:14,57,3.1,600
1,AAPL,stock,2022-05-27 10:57:14,38,64.4,600
2,AAPL,stock,2022-05-27 10:57:14,44,84.5,600
1,GOOGL,stock,2022-05-27 10:57:14,13,38.9,600
2,GOOGL,stock,2022-05-27 10:57:14,83,48.5,600
1,TSLA,stock,2022-05-27 10:57:14,24,91.1,600
2,TSLA,stock,2022-05-27 10:57:14,89,84.5,600
1,BTC/USD,crypto,2022-05-27 10:57:14,1,60.7,600
2,BTC/USD,crypto,2022-05-27 10:57:14,32,68.3,600
1,DOGE/USD,crypto,2022-05-27 10:57:14,60,39.5,600
2,DOGE/USD,crypto,2022-05-27 10:57:14,70,78.4,600
1,AMZN,stock,2022-05-27 10:57:14,23,88.9,600
2,AMZN,stock,2022-05-27 10:57:14,78,89.6,600
1,AAPL,stock,2022-06-03 10:57:14,61,54,600
2,AAPL,stock,2022-06-03 10:57:14,3,5.5,600
1,GOOGL,stock,2022-06-03 10:57:14,9,39,600
2,GOOGL,stock,2022-06-03 10:57:14,65,1.7,600
1,TSLA,stock,2022-06-03 10:57:14,89,40,600
2,TSLA,stock,2022-06-03 10:57:14,83,62.5,600
1,BTC/USD,crypto,2022-06-03 10:57:14,27,58.6,600
2,BTC/USD,crypto,2022-06-03 10:57:14,79,43.2,600
1,DOGE/USD,crypto,2022-06-03 10:57:14,11,17.1,600
2,DOGE/USD,crypto,2022-06-03 10:57:14,94,83.1,600
1,AMZN,stock,2022-06-03 10:57:14,78,15.8,600
2,AMZN,stock,2022-06-03 10:57:14,81,33.6,600
1,AAPL,stock,2022-06-10 10:57:14,32,73.7,600
2,AAPL,stock,2022-06-10 10:57:14,87,79,600
1,GOOGL,stock,2022-06-10 10:57:14,54,69.3,600
2,GOOGL,stock,2022-06-10 10:57:14,56,77.8,600
1,TSLA,stock,2022-06-10 10:57:14,1,92.2,600
2,TSLA,stock,2022-06-10 10:57:14,76,31.6,600
1,BTC/USD,crypto,2022-06-10 10:57:14,99,80,600
2,BTC/USD,crypto,2022-06-10 10:57:14,50,68.9,600
1,DOGE/USD,crypto,2022-06-10 10:57:14,13,23.1,600
2,DOGE/USD,crypto,2022-06-10 10:57:14,53,24.9,600
1,AMZN,stock,2022-06-10 10:57:14,13,81.5,600
2,AMZN,stock,2022-06-10 10:57:14,93,90.6,600
1,AAPL,stock,2022-06-17 10:57:14,20,10.1,600
2,AAPL,stock,2022-06-17 10:57:14,47,50,600
1,GOOGL,stock,2022-06-17 10:57:14,60,82,600
2,GOOGL,stock,2022-06-17 10:57:14,93,6.6,600
1,TSLA,stock,2022-06-17 10:57:14,91,69.6,600
2,TSLA,stock,2022-06-17 10:57:14,62,26.1,600
1,BTC/USD,crypto,2022-06-17 10:57:14,42,99.5,600
2,BTC/USD,crypto,2022-06-17 10:57:14,85,64.7,600
1,DOGE/USD,crypto,2022-06-17 10:57:14,73,39.4,600
2,DOGE/USD,crypto,2022-06-17 10:57:14,38,60.9,600
1,AMZN,stock,2022-06-17 10:57:14,60,56.2,600
2,AMZN,stock,2022-06-17 10:57:14,35,82.3,600
1,AAPL,stock,2022-06-24 10:57:14,58,25,600
2,AAPL,stock,2022-06-24 10:57:14,80,85.5,600
1,GOOGL,stock,2022-06-24 10:57:14,7,0.3,600
2,GOOGL,stock,2022-06-24 10:57:14,80,57,600
1,TSLA,stock,2022-06-24 10:57:14,12,78,600
2,TSLA,stock,2022-06-24 10:57:14,80,83,600
1,BTC/USD,crypto,2022-06-24 10:57:14,62,79,600
2,BTC/USD,crypto,2022-06-24 10:57:14,73,36.2,600
1,DOGE/USD,crypto,2022-06-24 10:57:14,96,12.3,600
2,DOGE/USD,crypto,2022-06-24 10:57:14,34,54.3,600
1,AMZN,stock,2022-06-24 10:57:14,63,98.1,600
2,AMZN,stock,2022-06-24 10:57:14,86,82,600
1,AAPL,stock,2022-07-01 10:57:14,40,11.7,600
2,AAPL,stock,2022-07-01 10:57:14,44,91.3,600
1,GOOGL,stock,2022-07-01 10:57:14,50,60.6,600
2,GOOGL,stock,2022-07-01 10:57:14,48,93.3,600
1,TSLA,stock,2022-07-01 10:57:14,19,5.6,600
2,TSLA,stock,2022-07-01 10:57:14,85,49.6,600
1,BTC/USD,crypto,2022-07-01 10:57:14,12,87.6,600
2,BTC/USD,crypto,2022-07-01 10:57:14,4,52.9,600
1,DOGE/USD,crypto,2022-07-01 10:57:14,69,43.6,600
2,DOGE/USD,crypto,2022-07-01 10:57:14,2,60.7,600
1,AMZN,stock,2022-07-01 10:57:14,40,22.3,600
2,AMZN,stock,2022-07-01 10:57:14,97,57.2,600
1,AAPL,stock,2022-07-08 10:57:14,33,2.5,600
2,AAPL,stock,2022-07-08 10:57:14,83,32.1,600
1,GOOGL,stock,2022-07-08 10:57:14,31,36.3,600
2,GOOGL,stock,2022-07-08 10:57:14,87,98.3,600
1,TSLA,stock,2022-07-08 10:57:14,40,5.5,600
2,TSLA,stock,2022-07-08 10:57:14,85,83.3,600
1,BTC/USD,crypto,2022-07-08 10:57:14,41,53.1,600
2,BTC/USD,crypto,2022-07-08 10:57:14,69,37.4,600
1,DOGE/USD,crypto,2022-07-08 10:57:14,57,69.8,600
2,DOGE/USD,crypto,2022-07-08 10:57:14,89,8.6,600
1,AMZN,stock,2022-07-08 10:57:14,87,39.4,600
2,AMZN,stock,2022-07-08 10:57:14,2,64.8,600
1,AAPL,stock,2022-07-15 10:57:14,85,18.5,600
2,AAPL,stock,2022-07-15 10:57:14,42,66,600
1,GOOGL,stock,2022-07-15 10:57:14,28,80.4,600
2,GOOGL,stock,2022-07-15 10:57:14,86,34.1,600
1,TSLA,stock,2022-07-15 10:57:14,87,80.7,600
2,TSLA,stock,2022-07-15 10:57:14,61,65.7,600
1,BTC/USD,crypto,2022-07-15 10:57:14,84,72,600
2,BTC/USD,crypto,2022-07-15 10:57:14,71,73.1,600
1,DOGE/USD,crypto,2022-07-15 10:57:14,42,50.9,600
2,DOGE/USD,crypto,2022-07-15 10:57:14,87,90.9,600
1,AMZN,stock,2022-07-15 10:57:14,37,7.3,600
2,AMZN,stock,2022-07-15 10:57:14,88,16.5,600
1,AAPL,stock,2022-07-22 10:57:14,57,24.9,600
2,AAPL,stock,2022-07-22 10:57:14,80,88.3,600
1,GOOGL,stock,2022-07-22 10:57:14,87,94.2,600
2,GOOGL,stock,2022-07-22 10:57:14,27,92.1,600
1,TSLA,stock,2022-07-22 10:57:14,52,87.8,600
2,TSLA,stock,2022-07-22 10:57:14,43,44,600
1,BTC/USD,crypto,2022-07-22 10:57:14,75,29.6,600
2,BTC/USD,crypto,2022-07-22 10:57:14,89,49.2,600
1,DOGE/USD,crypto,2022-07-22 10:57:14,1,19.7,600
2,DOGE/USD,crypto,2022-07-22 10:57:14,8,27,600
1,AMZN,stock,2022-07-22 10:57:14,93,64.8,600
2,AMZN,stock,2022-07-22 10:57:14,44,48.6,600
1,AAPL,stock,2022-07-29 10:57:14,6,58.8,600
2,AAPL,stock,2022-07-29 10:57:14,27,14.8,600
1,GOOGL,stock,2022-07-29 10:57:14,65,26.2,600
2,GOOGL,stock,2022-07-29 10:57:14,81,79.7,600
1,TSLA,stock,2022-07-29 10:57:14,55,55.2,600
2,TSLA,stock,2022-07-29 10:57:14,34,70.8,600
1,BTC/USD,crypto,2022-07-29 10:57:14,6,11.5,600
2,BTC/USD,crypto,2022-07-29 10:57:14,96,35,600
1,DOGE/USD,crypto,2022-07-29 10:57:14,48,76.5,600
2,DOGE/USD,crypto,2022-07-29 10:57:14,90,48.3,600
1,AMZN,stock,2022-07-29 10:57:14,34,16.6,600
2,AMZN,stock,2022-07-29 10:57:14,86,40.3,600
1,AAPL,stock,2022-08-05 10:57:14,72,13.3,600
2,AAPL,stock,2022-08-05 10:57:14,64,39.1,600
1,GOOGL,stock,2022-08-05 10:57:14,74,57.5,600
2,GOOGL,stock,2022-08-05 10:57:14,65,95.7,600
1,TSLA,stock,2022-08-05 10:57:14,67,10.1,600
2,TSLA,stock,2022-08-05 10:57:14,45,63.9,600
1,BTC/USD,crypto,2022-08-05 10:57:14,35,5.2,600
2,BTC/USD,crypto,2022-08-05 10:57:14,67,40.8,600
1,DOGE/USD,crypto,2022-08-05 10:57:14,30,29.8,600
2,DOGE/USD,crypto,2022-08-05 10:57:14,58,74.3,600
1,AMZN,stock,2022-08-05 10:57:14,91,89.3,600
2,AMZN,stock,2022-08-05 10:57:14,82,2.8,600
1,AAPL,stock,2022-08-12 10:57:14,85,56.9,600
2,AAPL,stock,2022-08-12 10:57:14,72,16.6,600
1,GOOGL,stock,2022-08-12 10:57:14,46,15.3,600
2,GOOGL,stock,2022-08-12 10:57:14,70,88.8,600
1,TSLA,stock,2022-08-12 10:57:14,13,86.6,600
2,TSLA,stock,2022-08-12 10:57:14,100,64.7,600
1,BTC/USD,crypto,2022-08-12 10:57:14,36,30.6,600
2,BTC/USD,crypto,2022-08-12 10:57:14,96,47.6,600
1,DOGE/USD,crypto,2022-08-12 10:57:14,34,24.4,600
2,DOGE/USD,crypto,2022-08-12 10:57:14,61,3.2,600
1,AMZN,stock,2022-08-12 10:57:14,48,85.9,600
2,AMZN,stock,2022-08-12 10:57:14,18,6.8,600
1,AAPL,stock,2022-08-19 10:57:14,24,68.6,600
2,AAPL,stock,2022-08-19 10:57:14,26,53.7,600
1,GOOGL,stock,2022-08-19 10:57:14,34,93.7,600
2,GOOGL,stock,2022-08-19 10:57:14,58,35.1,600
1,TSLA,stock,2022-08-19 10:57:14,37,83.9,600
2,TSLA,stock,2022-08-19 10:57:14,9,37.3,600
1,BTC/USD,crypto,2022-08-19 10:57:14,80,31.8,600
2,BTC/USD,crypto,2022-08-19 10:57:14,26,39.3,600
1,DOGE/USD,crypto,2022-08-19 10:57:14,29,83.3,600
2,DOGE/USD,crypto,2022-08-19 10:57:14,86,46,600
1,AMZN,stock,2022-08-19 10:57:14,12,6.4,600
2,AMZN,stock,2022-08-19 10:57:14,71,60.3,600
1,AAPL,stock,2022-08-26 10:57:14,19,26,600
2,AAPL,stock,2022-08-26 10:57:14,42,18.8,600
1,GOOGL,stock,2022-08-26 10:57:14,51,8.5,600
2,GOOGL,stock,2022-08-26 10:57:14,81,93.1,600
1,TSLA,stock,2022-08-26 10:57:14,13,96.5,600
2,TSLA,stock,2022-08-26 10:57:14,49,25.2,600
1,BTC/USD,crypto,2022-08-26 10:57:14,74,45.6,600
2,BTC/USD,crypto,2022-08-26 10:57:14,90,81,600
1,DOGE/USD,crypto,2022-08-26 10:57:14,9,92.6,600
2,DOGE/USD,crypto,2022-08-26 10:57:14,66,40.6,600
1,AMZN,stock,2022-08-26 10:57:14,89,46.4,600
2,AMZN,stock,2022-08-26 10:57:14,51,3.4,600
1,AAPL,stock,2022-09-02 10:57:14,62,59.3,600
2,AAPL,stock,2022-09-02 10:57:14,32,92.1,600
1,GOOGL,stock,2022-09-02 10:57:14,87,59.6,600
2,GOOGL,stock,2022-09-02 10:57:14,35,20,600
1,TSLA,stock,2022-09-02 10:57:14,17,20.8,600
2,TSLA,stock,2022-09-02 10:57:14,30,76.6,600
1,BTC/USD,crypto,2022-09-02 10:57:14,69,30.1,600
2,BTC/USD,crypto,2022-09-02 10:57:14,12,50.5,600
1,DOGE/USD,crypto,2022-09-02 10:57:14,35,89.3,600
2,DOGE/USD,crypto,2022-09-02 10:57:14,58,16.8,600
1,AMZN,stock,2022-09-02 10:57:14,72,74,600
2,AMZN,stock,2022-09-02 10:57:14,62,15.3,600
1,AAPL,stock,2022-09-09 10:57:14,52,44.4,600
2,AAPL,stock,2022-09-09 10:57:14,46,2.2,600
1,GOOGL,stock,2022-09-09 10:57:14,21,14.8,600
2,GOOGL,stock,2022-09-09 10:57:14,98,12.1,600
1,TSLA,stock,2022-09-09 10:57:14,96,58.3,600
2,TSLA,stock,2022-09-09 10:57:14,20,56.3,600
1,BTC/USD,crypto,2022-09-09 10:57:14,70,40.3,600
2,BTC/USD,crypto,2022-09-09 10:57:14,38,19.8,600
1,DOGE/USD,crypto,2022-09-09 10:57:14,45,5.6,600
2,DOGE/USD,crypto,2022-09-09 10:57:14,46,45.3,600
1,AMZN,stock,2022-09-09 10:57:14,4,62.2,600
2,AMZN,stock,2022-09-09 10:57:14,32,27.7,600
1,AAPL,stock,2022-09-16 10:57:14,45,94,600
2,AAPL,stock,2022-09-16 10:57:14,91,29.5,600
1,GOOGL,stock,2022-09-16 10:57:14,55,50.6,600
2,GOOGL,stock,2022-09-16 10:57:14,10,93.1,600
1,TSLA,stock,2022-09-16 10:57:14,84,45.3,600
2,TSLA,stock,2022-09-16 10:57:14,47,66.9,600
1,BTC/USD,crypto,2022-09-16 10:57:14,44,83.2,600
2,BTC/USD,crypto,2022-09-16 10:57:14,60,8.8,600
1,DOGE/USD,crypto,2022-09-16 10:57:14,96,76.8,600
2,DOGE/USD,crypto,2022-09-16 10:57:14,63,11.4,600
1,AMZN,stock,2022-09-16 10:57:14,51,8.4,600
2,AMZN,stock,2022-09-16 10:57:14,80,88.5,600
1,AAPL,stock,2022-09-23 10:57:14,20,47.6,600
2,AAPL,stock,2022-09-23 10:57:14,33,1.1,600
1,GOOGL,stock,2022-09-23 10:57:14,13,46.2,600
2,GOOGL,stock,2022-09-23 10:57:14,42,22.1,600
1,TSLA,stock,2022-09-23 10:57:14,77,88.9,600
2,TSLA,stock,2022-09-23 10:57:14,38,95.3,600
1,BTC/USD,crypto,2022-09-23 10:57:14,89,29.9,600
2,BTC/USD,crypto,2022-09-23 10:57:14,91,78.9,600
1,DOGE/USD,crypto,2022-09-23 10:57:14,10,21.6,600
2,DOGE/USD,crypto,2022-09-23 10:57:14,74,27.3,600
1,AMZN,stock,2022-09-23 10:57:14,65,0.2,600
2,AMZN,stock,2022-09-23 10:57:14,83,34.6,600
1,AAPL,stock,2022-09-30 10:57:14,28,62.5,600
2,AAPL,stock,2022-09-30 10:57:14,51,18.1,600
1,GOOGL,stock,2022-09-30 10:57:14,11,24.1,600
2,GOOGL,stock,2022-09-30 10:57:14,29,97.2,600
1,TSLA,stock,2022-09-30 10:57:14,1,57.9,600
2,TSLA,stock,2022-09-30 10:57:14,34,94.7,600
1,BTC/USD,crypto,2022-09-30 10:57:14,64,55.8,600
2,BTC/USD,crypto,2022-09-30 10:57:14,19,30.6,600
1,DOGE/USD,crypto,2022-09-30 10:57:14,11,3.1,600
2,DOGE/USD,crypto,2022-09-30 10:57:14,44,25,600
1,AMZN,stock,2022-09-30 10:57:14,32,77.1,600
2,AMZN,stock,2022-09-30 10:57:14,17,16.7,600
1,AAPL,stock,2022-10-07 10:57:14,45,2.5,600
2,AAPL,stock,2022-10-07 10:57:14,45,99.2,600
1,GOOGL,stock,2022-10-07 10:57:14,5,28.3,600
2,GOOGL,stock,2022-10-07 10:57:14,40,33.6,600
1,TSLA,stock,2022-10-07 10:57:14,16,89.1,600
2,TSLA,stock,2022-10-07 10:57:14,98,89.9,600
1,BTC/USD,crypto,2022-10-07 10:57:14,90,57.3,600
2,BTC/USD,crypto,2022-10-07 10:57:14,95,69.3,600
1,DOGE/USD,crypto,2022-10-07 10:57:14,76,67,600
2,DOGE/USD,crypto,2022-10-07 10:57:14,47,30.3,600
1,AMZN,stock,2022-10-07 10:57:14,40,23,600
2,AMZN,stock,2022-10-07 10:57:14,29,3.5,600
1,AAPL,stock,2022-10-14 10:57:14,52,84.2,600
2,AAPL,stock,2022-10-14 10:57:14,42,17.5,600
1,GOOGL,stock,2022-10-14 10:57:14,33,67.7,600
2,GOOGL,stock,2022-10-14 10:57:14,62,7.8,600
1,TSLA,stock,2022-10-14 10:57:14,21,36.9,600
2,TSLA,stock,2022-10-14 10:57:14,38,63.7,600
1,BTC/USD,crypto,2022-10-14 10:57:14,38,58.5,600
2,BTC/USD,crypto,2022-10-14 10:57:14,26,37,600
1,DOGE/USD,crypto,2022-10-14 10:57:14,69,20.5,600
2,DOGE/USD,crypto,2022-10-14 10:57:14,43,67.3,600
1,AMZN,stock,2022-10-14 10:57:14,100,17.5,600
2,AMZN,stock,2022-10-14 10:57:14,90,66,600
1,AAPL,stock,2022-10-21 10:57:14,1,86.8,600
2,AAPL,stock,2022-10-21 10:57:14,84,46.1,600
1,GOOGL,stock,2022-10-21 10:57:14,47,45.5,600
2,GOOGL,stock,2022-10-21 10:57:14,70,51.8,600
1,TSLA,stock,2022-10-21 10:57:14,87,6.9,600
2,TSLA,stock,2022-10-21 10:57:14,63,61.3,600
1,BTC/USD,crypto,2022-10-21 10:57:14,12,39.3,600
2,BTC/USD,crypto,2022-10-21 10:57:14,93,74.8,600
1,DOGE/USD,crypto,2022-10-21 10:57:14,75,89.6,600
2,DOGE/USD,crypto,2022-10-21 10:57:14,40,16.9,600
1,AMZN,stock,2022-10-21 10:57:14,47,19.9,600
2,AMZN,stock,2022-10-21 10:57:14,53,68.4,600
1,AAPL,stock,2022-10-28 10:57:14,61,79.1,600
2,AAPL,stock,2022-10-28 10:57:14,12,26.6,600
1,GOOGL,stock,2022-10-28 10:57:14,61,27.1,600
2,GOOGL,stock,2022-10-28 10:57:14,97,25.7,600
1,TSLA,stock,2022-10-28 10:57:14,71,90.8,600
2,TSLA,stock,2022-10-28 10:57:14,64,2.2,600
1,BTC/USD,crypto,2022-10-28 10:57:14,34,42.8,600
2,BTC/USD,crypto,2022-10-28 10:57:14,38,81.5,600
1,DOGE/USD,crypto,2022-10-28 10:57:14,73,49.1,600
2,DOGE/USD,crypto,2022-10-28 10:57:14,77,86.5,600
1,AMZN,stock,2022-10-28 10:57:14,7,61.7,600
2,AMZN,stock,2022-10-28 10:57:14,87,46.2,600
1,AAPL,stock,2022-11-04 10:57:14,30,22.7,600
2,AAPL,stock,2022-11-04 10:57:14,72,56.3,600
1,GOOGL,stock,2022-11-04 10:57:14,48,73.6,600
2,GOOGL,stock,2022-11-04 10:57:14,60,19.7,600
1,TSLA,stock,2022-11-04 10:57:14,25,80.2,600
2,TSLA,stock,2022-11-04 10:57:14,98,21.6,600
1,BTC/USD,crypto,2022-11-04 10:57:14,92,77.3,600
2,BTC/USD,crypto,2022-11-04 10:57:14,65,16.4,600
1,DOGE/USD,crypto,2022-11-04 10:57:14,40,26.6,600
2,DOGE/USD,crypto,2022-11-04 10:57:14,22,9.8,600
1,AMZN,stock,2022-11-04 10:57:14,91,68.1,600
2,AMZN,stock,2022-11-04 10:57:14,66,53.8,600
1,AAPL,stock,2022-11-11 10:57:14,48,78.1,600
2,AAPL,stock,2022-11-11 10:57:14,42,70.5,600
1,GOOGL,stock,2022-11-11 10:57:14,86,35.7,600
2,GOOGL,stock,2022-11-11 10:57:14,55,44.1,600
1,TSLA,stock,2022-11-11 10:57:14,32,88,600
2,TSLA,stock,2022-11-11 10:57:14,45,22.5,600
1,BTC/USD,crypto,2022-11-11 10:57:14,79,97.8,600
2,BTC/USD,crypto,2022-11-11 10:57:14,5,48.4,600
1,DOGE/USD,crypto,2022-11-11 10:57:14,15,41.1,600
2,DOGE/USD,crypto,2022-11-11 10:57:14,15,15.9,600
1,AMZN,stock,2022-11-11 10:57:14,43,36.5,600
2,AMZN,stock,2022-11-11 10:57:14,50,95.5,600
1,AAPL,stock,2022-11-18 10:57:14,60,5.2,600
2,AAPL,stock,2022-11-18 10:57:14,75,3.9,600
1,GOOGL,stock,2022-11-18 10:57:14,56,32.9,600
2,GOOGL,stock,2022-11-18 10:57:14,94,21.7,600
1,TSLA,stock,2022-11-18 10:57:14,52,61.3,600
2,TSLA,stock,2022-11-18 10:57:14,97,86.6,600
1,BTC/USD,crypto,2022-11-18 10:57:14,65,56.3,600
2,BTC/USD,crypto,2022-11-18 10:57:14,82,62.5,600
1,DOGE/USD,crypto,2022-11-18 10:57:14,5,43,600
2,DOGE/USD,crypto,2022-11-18 10:57:14,61,58.5,600
1,AMZN,stock,2022-11-18 10:57:14,79,9.3,600
2,AMZN,stock,2022-11-18 10:57:14,22,37.7,600
1,AAPL,stock,2022-11-25 10:57:14,30,23.7,600
2,AAPL,stock,2022-11-25 10:57:14,48,39.9,600
1,GOOGL,stock,2022-11-25 10:57:14,97,50.2,600
2,GOOGL,stock,2022-11-25 10:57:14,86,0.7,600
1,TSLA,stock,2022-11-25 10:57:14,97,56.5,600
2,TSLA,stock,2022-11-25 10:57:14,37,68.3,600
1,BTC/USD,crypto,2022-11-25 10:57:14,42,29,600
2,BTC/USD,crypto,2022-11-25 10:57:14,88,97.1,600
1,DOGE/USD,crypto,2022-11-25 10:57:14,36,30.8,600
2,DOGE/USD,crypto,2022-11-25 10:57:14,38,41.1,600
1,AMZN,stock,2022-11-25 10:57:14,50,89.3,600
2,AMZN,stock,2022-11-25 10:57:14,23,26.6,600
1,AAPL,stock,2022-12-02 10:57:14,61,28.5,600
2,AAPL,stock,2022-12-02 10:57:14,71,2,600
1,GOOGL,stock,2022-12-02 10:57:14,33,3.9,600
2,GOOGL,stock,2022-12-02 10:57:14,67,93.4,600
1,TSLA,stock,2022-12-02 10:57:14,11,95.5,600
2,TSLA,stock,2022-12-02 10:57:14,50,19.8,600
